0,0
0,0.0712418664145487
1,0.08236471831377566
2,0.0990489961626161
3,0.11017184806184306
4,0.0712418664145487
5,0.06011901451532174
6,0.05455758856570826
7,0.08792614426338914
8,0.0990489961626161
9,0.11017184806184306
10,0.0990489961626161
11,0.06568044046493522
12,0.04899616261609478
13,0.06568044046493522
14,0.07680329236416218
15,0.08792614426338914
16,0.11017184806184306
17,0.0990489961626161
18,0.08792614426338914
19,0.0990489961626161
20,0.12129469996107003
21,0.12685612591068351
22,0.09348757021300262
23,0.07680329236416218
24,0.043434736666481295
25,0.05455758856570826
26,0.07680329236416218
27,0.09348757021300262
28,0.0990489961626161
29,0.10461042211222958
30,0.08792614426338914
31,0.09348757021300262
32,0.11017184806184306
33,0.10461042211222958
34,0.11573327401145656
35,0.11573327401145656
36,0.11573327401145656
37,0.10461042211222958
38,0.11573327401145656
39,0.12685612591068351
40,0.12129469996107003
41,0.09348757021300262
42,0.0712418664145487
43,0.11017184806184306
44,0.11573327401145656
45,0.12685612591068351
46,0.12129469996107003
47,0.11573327401145656
48,0.10461042211222958
49,0.132417551860297
50,0.12129469996107003
51,0.12685612591068351
52,0.12129469996107003
53,0.11573327401145656
54,0.12685612591068351
55,0.1602246816083644
56,0.20471608920527223
57,0.2380846449029531
58,0.2492074968021801
59,0.23252321895333963
60,0.2102775151548857
61,0.19359323730604527
62,0.20471608920527223
63,0.2102775151548857
64,0.19359323730604527
65,0.17134753350759135
66,0.12129469996107003
67,0.09348757021300262
68,0.07680329236416218
69,0.08792614426338914
70,0.0712418664145487
71,0.06568044046493522
72,0.06568044046493522
73,0.04899616261609478
74,0.026750458817640856
75,-0.01217952282965351
76,-0.0455480785273344
77,-0.06779378232578832
78,-0.1011623380234692
79,-0.1011623380234692
80,-0.09560091207385572
81,-0.11784661587230964
82,-0.1345308937211501
83,-0.15121517156999054
84,-0.16789944941883098
85,-0.1623380234692175
86,-0.15121517156999054
87,-0.15677659751960402
88,-0.15121517156999054
89,-0.17902230131805794
90,-0.20126800511651186
91,-0.16789944941883098
92,-0.15121517156999054
93,-0.14565374562037706
94,-0.15677659751960402
95,-0.16789944941883098
96,-0.18458372726767142
97,-0.1623380234692175
98,-0.15121517156999054
99,-0.1345308937211501
100,-0.11784661587230964
101,-0.12896946777153662
102,-0.1345308937211501
103,-0.12896946777153662
104,-0.1011623380234692
105,-0.09003948612424224
106,-0.10672376397308268
107,-0.11228518992269616
108,-0.12896946777153662
109,-0.12896946777153662
110,-0.11228518992269616
111,-0.09003948612424224
112,-0.09560091207385572
113,-0.11784661587230964
114,-0.10672376397308268
115,-0.08447806017462876
116,-0.07891663422501528
117,-0.06779378232578832
118,-0.06779378232578832
119,-0.06223235637617484
120,-0.07891663422501528
121,-0.0733552082754018
122,-0.09003948612424224
123,-0.09003948612424224
124,-0.09003948612424224
125,-0.08447806017462876
126,-0.09003948612424224
127,-0.06223235637617484
128,-0.03998665257772092
129,-0.03998665257772092
130,-0.05667093042656136
131,-0.09560091207385572
132,-0.15121517156999054
133,-0.1901451532172849
134,-0.23463656081419274
135,-0.2457594127134197
136,-0.20682943106612534
137,-0.0733552082754018
138,0.14354040375952395
139,0.40492742339135757
140,0.6718758689728046
141,0.8832100550581169
142,1.0
143,0.9165786107557978
144,0.6440687392247372
145,0.2992603303487014
146,0.06568044046493522
147,0.010066180968800412
148,0.015627606918413892
149,0.037873310716867815
150,0.06011901451532174
151,0.05455758856570826
